,0,1,2,3,4
2013-01-11,2520 冠德 (建材營造),2881 富邦金 (金融),2823 中壽 (金融),5213 亞昕 (建材營造),1402 遠東新 (建材營造)
2013-01-14,5213 亞昕 (建材營造),2823 中壽 (金融),4966 譜瑞-KY (元宇宙),2881 富邦金 (金融),3260 威剛 (LED照明產業)
2013-01-15,4966 譜瑞-KY (元宇宙),3260 威剛 (LED照明產業),5213 亞昕 (建材營造),2538 基泰 (建材營造),2534 宏盛 (建材營造)
2013-01-16,2344 華邦電 (半導體),3556 禾瑞亞 (半導體),3260 威剛 (LED照明產業),4966 譜瑞-KY (元宇宙),5213 亞昕 (建材營造)
2013-01-17,3556 禾瑞亞 (半導體),3596 智易 (通信網路),3105 穩懋 (半導體),2344 華邦電 (半導體),3189 景碩 (半導體)
2013-01-18,8042 金山電 (被動元件),3551 世禾 (LED照明產業),2301 光寶科 (LED照明產業),6261 久元 (LED照明產業),3023 信邦 (LED照明產業)
2013-01-21,8042 金山電 (被動元件),6230 尼得科超眾 (電腦及週邊設備),6271 同欣電 (LED照明產業),2353 宏碁 (電腦及週邊設備),3008 大立光 (電腦及週邊設備)
2013-01-22,3596 智易 (通信網路),4906 正文 (通信網路),6230 尼得科超眾 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),3045 台灣大 (通信網路)
2013-01-23,3596 智易 (通信網路),4906 正文 (通信網路),2049 上銀 (自動化),4152 台微體 (製藥),4935 茂林-KY (LED照明產業)
2013-01-24,4906 正文 (通信網路),2049 上銀 (自動化),3596 智易 (通信網路),2301 光寶科 (LED照明產業),4979 華星光 (通信網路)
2013-01-25,6285 啟碁 (太空衛星科技),2049 上銀 (自動化),6271 同欣電 (LED照明產業),2301 光寶科 (LED照明產業),1558 伸興 (電機機械)
2013-01-28,3454 晶睿 (電腦及週邊設備),4906 正文 (通信網路),6285 啟碁 (太空衛星科技),4979 華星光 (通信網路),2301 光寶科 (LED照明產業)
2013-01-29,3481 群創 (平面顯示器),3454 晶睿 (電腦及週邊設備),4960 誠美材 (平面顯示器),6143 振曜 (平面顯示器),3008 大立光 (電腦及週邊設備)
2013-01-30,2458 義隆 (半導體),2379 瑞昱 (半導體),4906 正文 (通信網路),3454 晶睿 (電腦及週邊設備),6285 啟碁 (太空衛星科技)
2013-01-31,4906 正文 (通信網路),3363 上詮 (通信網路),6285 啟碁 (太空衛星科技),2867 三商壽 (金融),1507 永大 (電機機械)
2013-02-01,2458 義隆 (半導體),2379 瑞昱 (半導體),5347 世界 (半導體),5388 中磊 (通信網路),4906 正文 (通信網路)
2013-02-04,2881 富邦金 (金融),6271 同欣電 (LED照明產業),2886 兆豐金 (金融),2891 中信金 (金融),2301 光寶科 (LED照明產業)
2013-02-05,2881 富邦金 (金融),2886 兆豐金 (金融),2885 元大金 (金融),2890 永豐金 (金融),2882 國泰金 (金融)
2013-02-06,2881 富邦金 (金融),2882 國泰金 (金融),2891 中信金 (金融),2926 誠品生活 (文化創意業),2886 兆豐金 (金融)
2013-02-18,2882 國泰金 (金融),2926 誠品生活 (文化創意業),2881 富邦金 (金融),2891 中信金 (金融),2888 新光金 (金融)
2013-02-19,2882 國泰金 (金融),2409 友達 (太陽能產業),3481 群創 (平面顯示器),3673 TPK-KY (觸控面板),4960 誠美材 (平面顯示器)
2013-02-20,3481 群創 (平面顯示器),4960 誠美材 (平面顯示器),8069 元太 (平面顯示器),3673 TPK-KY (觸控面板),4162 智擎 (製藥)
2013-02-21,4162 智擎 (製藥),2409 友達 (太陽能產業),3673 TPK-KY (觸控面板),1789 神隆 (製藥),3176 基亞 (製藥)
2013-02-22,4162 智擎 (製藥),2474 可成 (電腦及週邊設備),4114 健喬 (製藥),1789 神隆 (製藥),1795 美時 (製藥)
2013-02-23,4162 智擎 (製藥),3481 群創 (平面顯示器),2882 國泰金 (金融),4105 東洋 (製藥),2890 永豐金 (金融)
2013-02-25,3481 群創 (平面顯示器),2890 永豐金 (金融),3673 TPK-KY (觸控面板),2881 富邦金 (金融),1907 永豐餘 (其他)
2013-02-26,3545 敦泰 (半導體),2351 順德 (半導體),3450 聯鈞 (半導體),2323 中環 (電腦及週邊設備),9907 統一實 (其他)
2013-02-27,3481 群創 (平面顯示器),2439 美律 (能源元件),3630 新鉅科 (電腦及週邊設備),2323 中環 (電腦及週邊設備),4933 友輝 (平面顯示器)
2013-03-01,2458 義隆 (半導體),3545 敦泰 (半導體),5347 世界 (半導體),2379 瑞昱 (半導體),2449 京元電子 (半導體)
2013-03-04,2458 義隆 (半導體),5347 世界 (半導體),2449 京元電子 (半導體),3545 敦泰 (半導體),4401 東隆興 (紡織)
2013-03-05,2206 三陽工業 (汽車),9914 美利達 (休閒娛樂),2409 友達 (太陽能產業),5230 雷笛克光學 (LED照明產業),3673 TPK-KY (觸控面板)
2013-03-06,3034 聯詠 (半導體),2458 義隆 (半導體),6143 振曜 (平面顯示器),2325 矽品 (半導體),3481 群創 (平面顯示器)
2013-03-07,1535 中宇 (電機機械),6143 振曜 (平面顯示器),3034 聯詠 (半導體),4966 譜瑞-KY (元宇宙),3576 聯合再生 (太陽能產業)
2013-03-08,2881 富邦金 (金融),6143 振曜 (平面顯示器),2888 新光金 (金融),3576 聯合再生 (太陽能產業),2409 友達 (太陽能產業)
2013-03-11,2409 友達 (太陽能產業),2888 新光金 (金融),2881 富邦金 (金融),3576 聯合再生 (太陽能產業),6271 同欣電 (LED照明產業)
2013-03-12,6239 力成 (半導體),3481 群創 (平面顯示器),3303 岱稜 (其他),4935 茂林-KY (LED照明產業),2106 建大 (其他)
2013-03-13,8070 長華* (LED照明產業),3044 健鼎 (印刷電路板),3552 同致 (汽車),6176 瑞儀 (平面顯示器),4935 茂林-KY (LED照明產業)
2013-03-14,2801 彰銀 (金融),3552 同致 (汽車),2823 中壽 (金融),2888 新光金 (金融),5009 榮剛 (航太週邊)
2013-03-15,1440 南紡 (紡織),3552 同致 (汽車),3376 新日興 (電腦及週邊設備),1795 美時 (製藥),2474 可成 (電腦及週邊設備)
2013-03-18,1477 聚陽 (紡織),1440 南紡 (紡織),1734 杏輝 (製藥),3176 基亞 (製藥),9933 中鼎 (建材營造)
2013-03-19,2331 精英 (電腦及週邊設備),1477 聚陽 (紡織),2317 鴻海 (通信網路),1440 南紡 (紡織),3062 建漢 (通信網路)
2013-03-20,2301 光寶科 (LED照明產業),1734 杏輝 (製藥),2498 宏達電 (人工智慧),6261 久元 (LED照明產業),4401 東隆興 (紡織)
2013-03-21,2106 建大 (其他),1707 葡萄王 (食品生技),6143 振曜 (平面顯示器),1734 杏輝 (製藥),6282 康舒 (平面顯示器)
2013-03-22,6278 台表科 (LED照明產業),6147 頎邦 (半導體),3105 穩懋 (半導體),4935 茂林-KY (LED照明產業),2301 光寶科 (LED照明產業)
2013-03-25,3596 智易 (通信網路),2355 敬鵬 (印刷電路板),6147 頎邦 (半導體),6269 台郡 (印刷電路板),2393 億光 (LED照明產業)
2013-03-26,6269 台郡 (印刷電路板),3596 智易 (通信網路),2355 敬鵬 (印刷電路板),5347 世界 (半導體),2458 義隆 (半導體)
2013-03-27,3105 穩懋 (半導體),2458 義隆 (半導體),2520 冠德 (建材營造),3008 大立光 (電腦及週邊設備),6257 矽格 (半導體)
2013-03-28,4958 臻鼎-KY (印刷電路板),2520 冠德 (建材營造),6269 台郡 (印刷電路板),6153 嘉聯益 (印刷電路板),2355 敬鵬 (印刷電路板)
2013-03-29,3450 聯鈞 (半導體),2520 冠德 (建材營造),5234 達興材料 (半導體),3189 景碩 (半導體),2362 藍天 (電腦及週邊設備)
2013-04-01,4958 臻鼎-KY (印刷電路板),3234 光環 (半導體),6269 台郡 (印刷電路板),3450 聯鈞 (半導體),3504 揚明光 (平面顯示器)
2013-04-02,3454 晶睿 (電腦及週邊設備),4958 臻鼎-KY (印刷電路板),2362 藍天 (電腦及週邊設備),1303 南亞 (印刷電路板),8044 網家 (電子商務)
2013-04-03,2520 冠德 (建材營造),2106 建大 (其他),9904 寶成 (其他),2501 國建 (建材營造),3673 TPK-KY (觸控面板)
2013-04-08,2106 建大 (其他),9904 寶成 (其他),2520 冠德 (建材營造),3545 敦泰 (半導體),3556 禾瑞亞 (半導體)
2013-04-09,5530 龍巖 (其他),2106 建大 (其他),4532 瑞智 (電機機械),4126 太醫 (醫療器材),8996 高力 (電機機械)
2013-04-10,2498 宏達電 (人工智慧),2233 宇隆 (電機機械),1535 中宇 (電機機械),4532 瑞智 (電機機械),3673 TPK-KY (觸控面板)
2013-04-11,5347 世界 (半導體),3450 聯鈞 (半導體),3545 敦泰 (半導體),3556 禾瑞亞 (半導體),2548 華固 (建材營造)
2013-04-12,3673 TPK-KY (觸控面板),1507 永大 (電機機械),6143 振曜 (平面顯示器),2233 宇隆 (電機機械),6282 康舒 (平面顯示器)
2013-04-15,5347 世界 (半導體),6147 頎邦 (半導體),1504 東元 (人工智慧),3529 力旺 (半導體),2344 華邦電 (半導體)
2013-04-16,5347 世界 (半導體),2331 精英 (電腦及週邊設備),6147 頎邦 (半導體),2458 義隆 (半導體),2379 瑞昱 (半導體)
2013-04-17,5347 世界 (半導體),2498 宏達電 (人工智慧),6147 頎邦 (半導體),2501 國建 (建材營造),2458 義隆 (半導體)
2013-04-18,2458 義隆 (半導體),5347 世界 (半導體),2206 三陽工業 (汽車),2498 宏達電 (人工智慧),6147 頎邦 (半導體)
2013-04-19,5347 世界 (半導體),6230 尼得科超眾 (電腦及週邊設備),3189 景碩 (半導體),2458 義隆 (半導體),2330 台積電 (半導體)
2013-04-22,6257 矽格 (半導體),2379 瑞昱 (半導體),2458 義隆 (半導體),2330 台積電 (半導體),2454 聯發科 (半導體)
2013-04-23,2206 三陽工業 (汽車),2330 台積電 (半導體),2379 瑞昱 (半導體),3260 威剛 (LED照明產業),2357 華碩 (人工智慧)
2013-04-24,6239 力成 (半導體),2330 台積電 (半導體),1558 伸興 (電機機械),3189 景碩 (半導體),3702 大聯大 (半導體)
2013-04-25,2301 光寶科 (LED照明產業),2823 中壽 (金融),3260 威剛 (LED照明產業),8271 宇瞻 (半導體),5213 亞昕 (建材營造)
2013-04-26,8271 宇瞻 (半導體),2514 龍邦 (休閒娛樂),4938 和碩 (半導體),5306 桂盟 (休閒娛樂),2379 瑞昱 (半導體)
2013-04-29,2514 龍邦 (休閒娛樂),6269 台郡 (印刷電路板),2379 瑞昱 (半導體),8271 宇瞻 (半導體),4938 和碩 (半導體)
2013-04-30,2379 瑞昱 (半導體),4938 和碩 (半導體),6269 台郡 (印刷電路板),2498 宏達電 (人工智慧),5483 中美晶 (半導體)
2013-05-02,2379 瑞昱 (半導體),4938 和碩 (半導體),2882 國泰金 (金融),1702 南僑 (食品),2888 新光金 (金融)
2013-05-03,2882 國泰金 (金融),1702 南僑 (食品),2409 友達 (太陽能產業),8044 網家 (電子商務),1216 統一 (食品)
2013-05-06,2303 聯電 (半導體),1702 南僑 (食品),2379 瑞昱 (半導體),2409 友達 (太陽能產業),3545 敦泰 (半導體)
2013-05-07,6147 頎邦 (半導體),6269 台郡 (印刷電路板),3044 健鼎 (印刷電路板),2303 聯電 (半導體),5483 中美晶 (半導體)
2013-05-08,1303 南亞 (印刷電路板),6269 台郡 (印刷電路板),9921 巨大 (休閒娛樂),3044 健鼎 (印刷電路板),1532 勤美 (休閒娛樂)
2013-05-09,3576 聯合再生 (太陽能產業),6269 台郡 (印刷電路板),6244 茂迪 (太陽能產業),1303 南亞 (印刷電路板),3189 景碩 (半導體)
2013-05-10,6244 茂迪 (太陽能產業),3576 聯合再生 (太陽能產業),6269 台郡 (印刷電路板),3037 欣興 (印刷電路板),1303 南亞 (印刷電路板)
2013-05-13,6244 茂迪 (太陽能產業),4162 智擎 (製藥),1537 廣隆 (電動車輛產業),4105 東洋 (製藥),3576 聯合再生 (太陽能產業)
2013-05-14,4162 智擎 (製藥),3576 聯合再生 (太陽能產業),2062 橋椿 (其他),1707 葡萄王 (食品生技),4152 台微體 (製藥)
2013-05-15,4162 智擎 (製藥),3576 聯合再生 (太陽能產業),4128 中天 (製藥),8406 金可-KY (醫療器材),1565 精華 (醫療器材)
2013-05-16,2885 元大金 (金融),2883 凱基金 (金融),4162 智擎 (製藥),2882 國泰金 (金融),4105 東洋 (製藥)
2013-05-17,3481 群創 (平面顯示器),4162 智擎 (製藥),2883 凱基金 (金融),4966 譜瑞-KY (元宇宙),2885 元大金 (金融)
2013-05-20,6274 台燿 (印刷電路板),2891 中信金 (金融),3037 欣興 (印刷電路板),2313 華通 (印刷電路板),1795 美時 (製藥)
2013-05-21,2313 華通 (印刷電路板),9945 潤泰新 (建材營造),6269 台郡 (印刷電路板),3049 精金 (觸控面板),1795 美時 (製藥)
2013-05-22,2313 華通 (印刷電路板),6269 台郡 (印刷電路板),2325 矽品 (半導體),3006 晶豪科 (半導體),3443 創意 (半導體)
2013-05-23,6274 台燿 (印刷電路板),6269 台郡 (印刷電路板),2313 華通 (印刷電路板),6121 新普 (能源元件),8039 台虹 (印刷電路板)
2013-05-24,8105 凌巨 (平面顯示器),2313 華通 (印刷電路板),6121 新普 (能源元件),6269 台郡 (印刷電路板),8039 台虹 (印刷電路板)
2013-05-27,2313 華通 (印刷電路板),5371 中光電 (人工智慧),2439 美律 (能源元件),2356 英業達 (電腦及週邊設備),3376 新日興 (電腦及週邊設備)
2013-05-28,8046 南電 (印刷電路板),2439 美律 (能源元件),2313 華通 (印刷電路板),2356 英業達 (電腦及週邊設備),2436 偉詮電 (元宇宙)
2013-05-29,2439 美律 (能源元件),6143 振曜 (平面顯示器),8299 群聯 (半導體),6188 廣明 (電腦及週邊設備),3034 聯詠 (半導體)
2013-05-30,1451 年興 (紡織),2439 美律 (能源元件),6188 廣明 (電腦及週邊設備),8299 群聯 (半導體),2351 順德 (半導體)
2013-05-31,1451 年興 (紡織),2439 美律 (能源元件),4915 致伸 (電腦及週邊設備),6188 廣明 (電腦及週邊設備),1477 聚陽 (紡織)
2013-06-03,3529 力旺 (半導體),1451 年興 (紡織),8299 群聯 (半導體),2439 美律 (能源元件),2458 義隆 (半導體)
2013-06-04,3529 力旺 (半導體),1451 年興 (紡織),8255 朋程 (半導體),6230 尼得科超眾 (電腦及週邊設備),3556 禾瑞亞 (半導體)
2013-06-05,1451 年興 (紡織),1319 東陽 (汽車),2227 裕日車 (汽車),6121 新普 (能源元件),4152 台微體 (製藥)
2013-06-06,8299 群聯 (半導體),6223 旺矽 (LED照明產業),2303 聯電 (半導體),3529 力旺 (半導體),6271 同欣電 (LED照明產業)
2013-06-07,1777 生泰 (製藥),4126 太醫 (醫療器材),,,
2013-06-10,1312 國喬 (石化及塑橡膠),3176 基亞 (製藥),4126 太醫 (醫療器材),1305 華夏 (石化及塑橡膠),4114 健喬 (製藥)
2013-06-11,3454 晶睿 (電腦及週邊設備),1305 華夏 (石化及塑橡膠),2331 精英 (電腦及週邊設備),3176 基亞 (製藥),4126 太醫 (醫療器材)
2013-06-13,3176 基亞 (製藥),1702 南僑 (食品),4152 台微體 (製藥),4123 晟德 (製藥),1707 葡萄王 (食品生技)
2013-06-14,3176 基亞 (製藥),1707 葡萄王 (食品生技),4152 台微體 (製藥),4743 合一 (製藥),1565 精華 (醫療器材)
2013-06-17,3176 基亞 (製藥),3164 景岳 (食品生技),1707 葡萄王 (食品生技),4743 合一 (製藥),4114 健喬 (製藥)
2013-06-18,1707 葡萄王 (食品生技),2356 英業達 (電腦及週邊設備),6230 尼得科超眾 (電腦及週邊設備),2474 可成 (電腦及週邊設備),4105 東洋 (製藥)
2013-06-19,3545 敦泰 (半導體),3189 景碩 (半導體),8271 宇瞻 (半導體),3529 力旺 (半導體),4128 中天 (製藥)
2013-06-20,2355 敬鵬 (印刷電路板),6504 南六 (石化及塑橡膠),1537 廣隆 (電動車輛產業),1303 南亞 (印刷電路板),5355 佳總 (印刷電路板)
2013-06-21,2355 敬鵬 (印刷電路板),2884 玉山金 (金融),1314 中石化 (石化及塑橡膠),6504 南六 (石化及塑橡膠),4107 邦特 (醫療器材)
2013-06-24,2355 敬鵬 (印刷電路板),2882 國泰金 (金融),2888 新光金 (金融),6504 南六 (石化及塑橡膠),1312 國喬 (石化及塑橡膠)
2013-06-25,2882 國泰金 (金融),2356 英業達 (電腦及週邊設備),6504 南六 (石化及塑橡膠),3045 台灣大 (通信網路),2317 鴻海 (通信網路)
2013-06-26,2317 鴻海 (通信網路),3163 波若威 (通信網路),2395 研華 (智慧電網),1707 葡萄王 (食品生技),2332 友訊 (通信網路)
2013-06-27,2303 聯電 (半導體),3189 景碩 (半導體),2382 廣達 (運動科技),2325 矽品 (半導體),3034 聯詠 (半導體)
2013-06-28,2303 聯電 (半導體),1319 東陽 (汽車),8299 群聯 (半導體),2382 廣達 (運動科技),1707 葡萄王 (食品生技)
2013-07-01,2303 聯電 (半導體),8299 群聯 (半導體),1565 精華 (醫療器材),4107 邦特 (醫療器材),1319 東陽 (汽車)
2013-07-02,3454 晶睿 (電腦及週邊設備),2303 聯電 (半導體),4107 邦特 (醫療器材),6147 頎邦 (半導體),3529 力旺 (半導體)
2013-07-03,3529 力旺 (半導體),4107 邦特 (醫療器材),2303 聯電 (半導體),1565 精華 (醫療器材),5347 世界 (半導體)
2013-07-04,1702 南僑 (食品),9951 皇田 (汽車),1565 精華 (醫療器材),4207 環泰 (食品),1227 佳格 (食品)
2013-07-05,1507 永大 (電機機械),4207 環泰 (食品),1702 南僑 (食品),1477 聚陽 (紡織),9951 皇田 (汽車)
2013-07-08,1718 中纖 (其他),4207 環泰 (食品),1702 南僑 (食品),1319 東陽 (汽車),2497 怡利電 (其他)
2013-07-09,1507 永大 (電機機械),1312 國喬 (石化及塑橡膠),4207 環泰 (食品),1326 台化 (石化及塑橡膠),2882 國泰金 (金融)
2013-07-10,2891 中信金 (金融),1507 永大 (電機機械),1201 味全 (食品),1310 台苯 (石化及塑橡膠),1326 台化 (石化及塑橡膠)
2013-07-11,1532 勤美 (休閒娛樂),9945 潤泰新 (建材營造),2501 國建 (建材營造),1326 台化 (石化及塑橡膠),2520 冠德 (建材營造)
2013-07-12,9945 潤泰新 (建材營造),2891 中信金 (金融),6504 南六 (石化及塑橡膠),2882 國泰金 (金融),2395 研華 (智慧電網)
2013-07-15,2823 中壽 (金融),2891 中信金 (金融),8406 金可-KY (醫療器材),1590 亞德客-KY (電機機械),2548 華固 (建材營造)
2013-07-16,3149 正達 (建材營造),8406 金可-KY (醫療器材),2548 華固 (建材營造),2823 中壽 (金融),2891 中信金 (金融)
2013-07-17,1312 國喬 (石化及塑橡膠),2520 冠德 (建材營造),2542 興富發 (建材營造),2548 華固 (建材營造),2233 宇隆 (電機機械)
2013-07-18,1319 東陽 (汽車),9938 百和 (其他),5511 德昌 (建材營造),2548 華固 (建材營造),1590 亞德客-KY (電機機械)
2013-07-19,5388 中磊 (通信網路),2915 潤泰全 (貿易百貨),1319 東陽 (汽車),9951 皇田 (汽車),3062 建漢 (通信網路)
2013-07-22,2915 潤泰全 (貿易百貨),2102 泰豐 (汽車),1531 高林股 (電機機械),1558 伸興 (電機機械),4163 鐿鈦 (醫療器材)
2013-07-23,2809 京城銀 (金融),2355 敬鵬 (印刷電路板),2891 中信金 (金融),1301 台塑 (石化及塑橡膠),1310 台苯 (石化及塑橡膠)
2013-07-24,4958 臻鼎-KY (印刷電路板),1590 亞德客-KY (電機機械),8044 網家 (電子商務),1301 台塑 (石化及塑橡膠),2317 鴻海 (通信網路)
