,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2014-06-13,5009 榮剛 (航太週邊),4123 晟德 (製藥),2393 億光 (LED照明產業),8039 台虹 (印刷電路板),6153 嘉聯益 (印刷電路板),,,,,,,,,,
2014-06-16,5009 榮剛 (航太週邊),2393 億光 (LED照明產業),,,,,,,,,,,,,
2014-06-17,6223 旺矽 (LED照明產業),2382 廣達 (運動科技),2393 億光 (LED照明產業),6279 胡連 (連接器),,,,,,,,,,,
2014-06-18,2393 億光 (LED照明產業),2382 廣達 (運動科技),6223 旺矽 (LED照明產業),2002 中鋼 (鋼鐵),2885 元大金 (金融),,,,,,,,,,
2014-06-19,2327 國巨 (被動元件),2891 中信金 (金融),2885 元大金 (金融),2393 億光 (LED照明產業),2892 第一金 (金融),2890 永豐金 (金融),,,,,,,,,
2014-06-20,2891 中信金 (金融),3533 嘉澤 (連接器),3019 亞光 (電腦及週邊設備),2801 彰銀 (金融),,,,,,,,,,,
2014-06-23,6505 台塑化 (油電燃氣),2801 彰銀 (金融),2834 臺企銀 (金融),,,,,,,,,,,,
2014-06-24,5388 中磊 (通信網路),6505 台塑化 (油電燃氣),,,,,,,,,,,,,
2014-06-25,5388 中磊 (通信網路),1303 南亞 (印刷電路板),8044 網家 (電子商務),6153 嘉聯益 (印刷電路板),2383 台光電 (印刷電路板),8046 南電 (印刷電路板),2313 華通 (印刷電路板),,,,,,,,
2014-06-26,8044 網家 (電子商務),1795 美時 (製藥),2049 上銀 (自動化),,,,,,,,,,,,
2014-06-27,2049 上銀 (自動化),8044 網家 (電子商務),2886 兆豐金 (金融),2891 中信金 (金融),,,,,,,,,,,
2014-06-30,6223 旺矽 (LED照明產業),2049 上銀 (自動化),8044 網家 (電子商務),2393 億光 (LED照明產業),1707 葡萄王 (食品生技),,,,,,,,,,
2014-07-01,1707 葡萄王 (食品生技),2352 佳世達 (人工智慧),2303 聯電 (半導體),5347 世界 (半導體),6121 新普 (能源元件),3264 欣銓 (半導體),2439 美律 (能源元件),2330 台積電 (半導體),6147 頎邦 (半導體),8069 元太 (平面顯示器),2324 仁寶 (平面顯示器),3006 晶豪科 (半導體),3443 創意 (半導體),2458 義隆 (半導體),6239 力成 (半導體)
2014-07-02,2303 聯電 (半導體),2352 佳世達 (人工智慧),2439 美律 (能源元件),1707 葡萄王 (食品生技),3034 聯詠 (半導體),2308 台達電 (LED照明產業),3227 原相 (人工智慧),2454 聯發科 (半導體),2393 億光 (LED照明產業),3006 晶豪科 (半導體),6239 力成 (半導體),2329 華泰 (半導體),,,
2014-07-03,2352 佳世達 (人工智慧),6282 康舒 (平面顯示器),1707 葡萄王 (食品生技),3691 碩禾 (太陽能產業),3006 晶豪科 (半導體),2454 聯發科 (半導體),1605 華新 (太陽能產業),2303 聯電 (半導體),2357 華碩 (人工智慧),3227 原相 (人工智慧),3034 聯詠 (半導體),2329 華泰 (半導體),,,
2014-07-04,2303 聯電 (半導體),2352 佳世達 (人工智慧),6282 康舒 (平面顯示器),3227 原相 (人工智慧),2324 仁寶 (平面顯示器),2449 京元電子 (半導體),2379 瑞昱 (半導體),2357 華碩 (人工智慧),3264 欣銓 (半導體),3189 景碩 (半導體),3017 奇鋐 (電腦及週邊設備),3019 亞光 (電腦及週邊設備),,,
2014-07-07,6282 康舒 (平面顯示器),2352 佳世達 (人工智慧),2891 中信金 (金融),2441 超豐 (半導體),3227 原相 (人工智慧),2449 京元電子 (半導體),3702 大聯大 (半導體),2886 兆豐金 (金融),2885 元大金 (金融),3019 亞光 (電腦及週邊設備),3653 健策 (半導體),,,,
2014-07-08,2891 中信金 (金融),6282 康舒 (平面顯示器),2890 永豐金 (金融),2885 元大金 (金融),,,,,,,,,,,
2014-07-09,6282 康舒 (平面顯示器),2890 永豐金 (金融),4123 晟德 (製藥),2892 第一金 (金融),,,,,,,,,,,
2014-07-10,2882 國泰金 (金融),2887 台新新光金 (金融),3293 鈊象 (休閒娛樂),2331 精英 (電腦及週邊設備),2886 兆豐金 (金融),2890 永豐金 (金融),2884 玉山金 (金融),2892 第一金 (金融),,,,,,,
2014-07-11,2317 鴻海 (通信網路),2886 兆豐金 (金融),2887 台新新光金 (金融),2890 永豐金 (金融),9914 美利達 (休閒娛樂),2891 中信金 (金融),2412 中華電 (智慧電網),2884 玉山金 (金融),5388 中磊 (通信網路),2892 第一金 (金融),3045 台灣大 (通信網路),,,,
2014-07-14,2317 鴻海 (通信網路),2890 永豐金 (金融),2891 中信金 (金融),2885 元大金 (金融),2884 玉山金 (金融),9914 美利達 (休閒娛樂),5388 中磊 (通信網路),2887 台新新光金 (金融),2886 兆豐金 (金融),2892 第一金 (金融),2412 中華電 (智慧電網),2610 華航 (交通運輸及航運),,,
2014-07-15,8069 元太 (平面顯示器),2886 兆豐金 (金融),2885 元大金 (金融),3293 鈊象 (休閒娛樂),2317 鴻海 (通信網路),3691 碩禾 (太陽能產業),3481 群創 (平面顯示器),5388 中磊 (通信網路),2887 台新新光金 (金融),,,,,,
2014-07-16,1101 台泥 (水泥),8069 元太 (平面顯示器),2383 台光電 (印刷電路板),8046 南電 (印刷電路板),,,,,,,,,,,
2014-07-17,2891 中信金 (金融),3227 原相 (人工智慧),2892 第一金 (金融),,,,,,,,,,,,
2014-07-18,3691 碩禾 (太陽能產業),2882 國泰金 (金融),3227 原相 (人工智慧),2891 中信金 (金融),2885 元大金 (金融),2887 台新新光金 (金融),2892 第一金 (金融),1314 中石化 (石化及塑橡膠),,,,,,,
2014-07-21,2317 鴻海 (通信網路),4123 晟德 (製藥),2887 台新新光金 (金融),2890 永豐金 (金融),2357 華碩 (人工智慧),4743 合一 (製藥),,,,,,,,,
2014-07-22,2049 上銀 (自動化),4123 晟德 (製藥),9945 潤泰新 (建材營造),2377 微星 (電腦及週邊設備),2385 群光 (電腦及週邊設備),3376 新日興 (電腦及週邊設備),5534 長虹 (建材營造),4743 合一 (製藥),,,,,,,
2014-07-24,5871 中租-KY (太陽能產業),2882 國泰金 (金融),4743 合一 (製藥),2377 微星 (電腦及週邊設備),3376 新日興 (電腦及週邊設備),3691 碩禾 (太陽能產業),2474 可成 (電腦及週邊設備),2891 中信金 (金融),2892 第一金 (金融),2890 永豐金 (金融),2886 兆豐金 (金融),2352 佳世達 (人工智慧),2357 華碩 (人工智慧),2885 元大金 (金融),
2014-07-25,5871 中租-KY (太陽能產業),2352 佳世達 (人工智慧),6414 樺漢 (電腦及週邊設備),9914 美利達 (休閒娛樂),3691 碩禾 (太陽能產業),2892 第一金 (金融),3227 原相 (人工智慧),2891 中信金 (金融),2886 兆豐金 (金融),3293 鈊象 (休閒娛樂),2890 永豐金 (金融),2887 台新新光金 (金融),1504 東元 (人工智慧),2885 元大金 (金融),2884 玉山金 (金融)
2014-07-28,2892 第一金 (金融),1504 東元 (人工智慧),2002 中鋼 (鋼鐵),3227 原相 (人工智慧),1216 統一 (食品),2891 中信金 (金融),2887 台新新光金 (金融),2885 元大金 (金融),,,,,,,
2014-07-29,1216 統一 (食品),2892 第一金 (金融),1101 台泥 (水泥),2002 中鋼 (鋼鐵),2887 台新新光金 (金融),,,,,,,,,,
2014-07-30,1101 台泥 (水泥),2002 中鋼 (鋼鐵),1216 統一 (食品),1590 亞德客-KY (電機機械),1326 台化 (石化及塑橡膠),,,,,,,,,,
2014-07-31,2892 第一金 (金融),1102 亞泥 (水泥),9945 潤泰新 (建材營造),2880 華南金 (金融),,,,,,,,,,,
2014-08-01,9945 潤泰新 (建材營造),2884 玉山金 (金融),2880 華南金 (金融),2885 元大金 (金融),2891 中信金 (金融),,,,,,,,,,
2014-08-04,2049 上銀 (自動化),3702 大聯大 (半導體),2379 瑞昱 (半導體),1101 台泥 (水泥),2330 台積電 (半導體),5425 台半 (半導體),9945 潤泰新 (建材營造),3034 聯詠 (半導體),2002 中鋼 (鋼鐵),2006 東和鋼鐵 (鋼鐵),2449 京元電子 (半導體),3006 晶豪科 (半導體),3653 健策 (半導體),3036 文曄 (半導體),
2014-08-05,3702 大聯大 (半導體),5371 中光電 (人工智慧),2324 仁寶 (平面顯示器),3036 文曄 (半導體),2379 瑞昱 (半導體),3034 聯詠 (半導體),2330 台積電 (半導體),3006 晶豪科 (半導體),2308 台達電 (LED照明產業),1504 東元 (人工智慧),2393 億光 (LED照明產業),2371 大同 (LED照明產業),6176 瑞儀 (平面顯示器),2301 光寶科 (LED照明產業),
2014-08-06,3702 大聯大 (半導體),2439 美律 (能源元件),2454 聯發科 (半導體),3034 聯詠 (半導體),1216 統一 (食品),2308 台達電 (LED照明產業),2301 光寶科 (LED照明產業),,,,,,,,
2014-08-07,2886 兆豐金 (金融),2890 永豐金 (金融),,,,,,,,,,,,,
2014-08-08,2886 兆豐金 (金融),5871 中租-KY (太陽能產業),2882 國泰金 (金融),3042 晶技 (被動元件),,,,,,,,,,,
2014-08-11,2474 可成 (電腦及週邊設備),3691 碩禾 (太陽能產業),5871 中租-KY (太陽能產業),2882 國泰金 (金融),2377 微星 (電腦及週邊設備),2891 中信金 (金融),6121 新普 (能源元件),2834 臺企銀 (金融),,,,,,,
2014-08-12,4958 臻鼎-KY (印刷電路板),2474 可成 (電腦及週邊設備),1102 亞泥 (水泥),5871 中租-KY (太陽能產業),8046 南電 (印刷電路板),2377 微星 (電腦及週邊設備),2883 凱基金 (金融),,,,,,,,
2014-08-13,4958 臻鼎-KY (印刷電路板),1102 亞泥 (水泥),2377 微星 (電腦及週邊設備),8039 台虹 (印刷電路板),3042 晶技 (被動元件),,,,,,,,,,
2014-08-14,5425 台半 (半導體),3293 鈊象 (休閒娛樂),4958 臻鼎-KY (印刷電路板),2449 京元電子 (半導體),2313 華通 (印刷電路板),6213 聯茂 (印刷電路板),3037 欣興 (印刷電路板),,,,,,,,
2014-08-15,6153 嘉聯益 (印刷電路板),8046 南電 (印刷電路板),3037 欣興 (印刷電路板),2344 華邦電 (半導體),4958 臻鼎-KY (印刷電路板),6239 力成 (半導體),3264 欣銓 (半導體),,,,,,,,
2014-08-18,2884 玉山金 (金融),6153 嘉聯益 (印刷電路板),2887 台新新光金 (金融),3673 TPK-KY (觸控面板),4958 臻鼎-KY (印刷電路板),2615 萬海 (交通運輸及航運),2801 彰銀 (金融),3037 欣興 (印刷電路板),2885 元大金 (金融),2882 國泰金 (金融),2383 台光電 (印刷電路板),9904 寶成 (其他),,,
2014-08-19,6153 嘉聯益 (印刷電路板),4958 臻鼎-KY (印刷電路板),2615 萬海 (交通運輸及航運),3008 大立光 (電腦及週邊設備),2385 群光 (電腦及週邊設備),3044 健鼎 (印刷電路板),2313 華通 (印刷電路板),2383 台光電 (印刷電路板),,,,,,,
2014-08-20,2327 國巨 (被動元件),5347 世界 (半導體),2344 華邦電 (半導體),2615 萬海 (交通運輸及航運),3264 欣銓 (半導體),6147 頎邦 (半導體),1102 亞泥 (水泥),6239 力成 (半導體),1101 台泥 (水泥),3008 大立光 (電腦及週邊設備),2330 台積電 (半導體),2609 陽明 (交通運輸及航運),3034 聯詠 (半導體),2603 長榮 (交通運輸及航運),3006 晶豪科 (半導體)
2014-08-21,6147 頎邦 (半導體),1102 亞泥 (水泥),3264 欣銓 (半導體),6239 力成 (半導體),2609 陽明 (交通運輸及航運),2883 凱基金 (金融),1101 台泥 (水泥),2330 台積電 (半導體),3034 聯詠 (半導體),2441 超豐 (半導體),,,,,
2014-08-22,2609 陽明 (交通運輸及航運),1101 台泥 (水泥),2439 美律 (能源元件),4123 晟德 (製藥),2049 上銀 (自動化),,,,,,,,,,
2014-08-25,2603 長榮 (交通運輸及航運),3691 碩禾 (太陽能產業),2049 上銀 (自動化),2357 華碩 (人工智慧),,,,,,,,,,,
2014-08-26,2603 長榮 (交通運輸及航運),1536 和大 (汽車),2231 為升 (汽車),1210 大成 (食品),3552 同致 (汽車),,,,,,,,,,
2014-08-27,3673 TPK-KY (觸控面板),2474 可成 (電腦及週邊設備),4123 晟德 (製藥),2331 精英 (電腦及週邊設備),3045 台灣大 (通信網路),5388 中磊 (通信網路),2385 群光 (電腦及週邊設備),,,,,,,,
2014-08-28,6282 康舒 (平面顯示器),3037 欣興 (印刷電路板),3691 碩禾 (太陽能產業),2330 台積電 (半導體),5388 中磊 (通信網路),2449 京元電子 (半導體),8039 台虹 (印刷電路板),3044 健鼎 (印刷電路板),2383 台光電 (印刷電路板),1303 南亞 (印刷電路板),2324 仁寶 (平面顯示器),3045 台灣大 (通信網路),,,
2014-08-29,4958 臻鼎-KY (印刷電路板),1795 美時 (製藥),6153 嘉聯益 (印刷電路板),1536 和大 (汽車),8039 台虹 (印刷電路板),,,,,,,,,,
2014-09-01,1536 和大 (汽車),8044 網家 (電子商務),6279 胡連 (連接器),4958 臻鼎-KY (印刷電路板),4123 晟德 (製藥),1795 美時 (製藥),2231 為升 (汽車),3552 同致 (汽車),6153 嘉聯益 (印刷電路板),8039 台虹 (印刷電路板),,,,,
2014-09-02,2379 瑞昱 (半導體),2331 精英 (電腦及週邊設備),6239 力成 (半導體),3293 鈊象 (休閒娛樂),5371 中光電 (人工智慧),3552 同致 (汽車),2377 微星 (電腦及週邊設備),2231 為升 (汽車),3264 欣銓 (半導體),5483 中美晶 (半導體),,,,,
2014-09-03,3293 鈊象 (休閒娛樂),,,,,,,,,,,,,,
2014-09-04,2634 漢翔 (其他),5534 長虹 (建材營造),2603 長榮 (交通運輸及航運),2609 陽明 (交通運輸及航運),2618 長榮航 (交通運輸及航運),2610 華航 (交通運輸及航運),,,,,,,,,
2014-09-05,5534 長虹 (建材營造),2882 國泰金 (金融),2883 凱基金 (金融),1565 精華 (醫療器材),2634 漢翔 (其他),2891 中信金 (金融),2002 中鋼 (鋼鐵),2892 第一金 (金融),2801 彰銀 (金融),2027 大成鋼 (鋼鐵),2885 元大金 (金融),2880 華南金 (金融),,,
2014-09-09,2603 長榮 (交通運輸及航運),2892 第一金 (金融),2883 凱基金 (金融),2609 陽明 (交通運輸及航運),2891 中信金 (金融),2002 中鋼 (鋼鐵),3293 鈊象 (休閒娛樂),,,,,,,,
2014-09-10,2883 凱基金 (金融),3293 鈊象 (休閒娛樂),2603 長榮 (交通運輸及航運),2609 陽明 (交通運輸及航運),2312 金寶 (其他),6147 頎邦 (半導體),2454 聯發科 (半導體),3034 聯詠 (半導體),5269 祥碩 (半導體),,,,,,
2014-09-11,2609 陽明 (交通運輸及航運),2618 長榮航 (交通運輸及航運),3673 TPK-KY (觸控面板),2883 凱基金 (金融),,,,,,,,,,,
2014-09-12,1476 儒鴻 (紡織),2609 陽明 (交通運輸及航運),2883 凱基金 (金融),,,,,,,,,,,,
2014-09-15,2891 中信金 (金融),2610 華航 (交通運輸及航運),1101 台泥 (水泥),,,,,,,,,,,,
2014-09-16,1476 儒鴻 (紡織),1101 台泥 (水泥),,,,,,,,,,,,,
2014-09-17,1102 亞泥 (水泥),1101 台泥 (水泥),8044 網家 (電子商務),,,,,,,,,,,,
2014-09-18,1536 和大 (汽車),2231 為升 (汽車),5347 世界 (半導體),6147 頎邦 (半導體),3533 嘉澤 (連接器),2379 瑞昱 (半導體),2367 燿華 (印刷電路板),5425 台半 (半導體),5388 中磊 (通信網路),2454 聯發科 (半導體),6153 嘉聯益 (印刷電路板),2383 台光電 (印刷電路板),6274 台燿 (印刷電路板),2303 聯電 (半導體),4958 臻鼎-KY (印刷電路板)
2014-09-19,1536 和大 (汽車),3533 嘉澤 (連接器),2367 燿華 (印刷電路板),6147 頎邦 (半導體),5425 台半 (半導體),2231 為升 (汽車),6153 嘉聯益 (印刷電路板),4958 臻鼎-KY (印刷電路板),2383 台光電 (印刷電路板),8150 南茂 (半導體),2454 聯發科 (半導體),3044 健鼎 (印刷電路板),2347 聯強 (半導體),2303 聯電 (半導體),3034 聯詠 (半導體)
2014-09-22,4123 晟德 (製藥),1536 和大 (汽車),2231 為升 (汽車),6153 嘉聯益 (印刷電路板),2915 潤泰全 (貿易百貨),3044 健鼎 (印刷電路板),,,,,,,,,
2014-09-23,3673 TPK-KY (觸控面板),,,,,,,,,,,,,,
2014-09-24,2887 台新新光金 (金融),6239 力成 (半導體),2393 億光 (LED照明產業),3552 同致 (汽車),2886 兆豐金 (金融),2880 華南金 (金融),2330 台積電 (半導體),2892 第一金 (金融),2885 元大金 (金融),2308 台達電 (LED照明產業),5880 合庫金 (金融),2347 聯強 (半導體),3702 大聯大 (半導體),3034 聯詠 (半導體),
2014-09-25,3443 創意 (半導體),1476 儒鴻 (紡織),2887 台新新光金 (金融),6239 力成 (半導體),2892 第一金 (金融),2347 聯強 (半導體),2890 永豐金 (金融),,,,,,,,
2014-09-26,1476 儒鴻 (紡織),2327 國巨 (被動元件),,,,,,,,,,,,,
2014-09-29,1476 儒鴻 (紡織),5347 世界 (半導體),2458 義隆 (半導體),1477 聚陽 (紡織),6147 頎邦 (半導體),2330 台積電 (半導體),3443 創意 (半導體),2801 彰銀 (金融),2887 台新新光金 (金融),2454 聯發科 (半導體),3189 景碩 (半導體),2303 聯電 (半導體),8299 群聯 (半導體),2347 聯強 (半導體),
2014-09-30,3443 創意 (半導體),6147 頎邦 (半導體),5347 世界 (半導體),3189 景碩 (半導體),4123 晟德 (製藥),2312 金寶 (其他),2330 台積電 (半導體),1795 美時 (製藥),9904 寶成 (其他),2454 聯發科 (半導體),8299 群聯 (半導體),5425 台半 (半導體),,,
2014-10-01,1590 亞德客-KY (電機機械),2618 長榮航 (交通運輸及航運),1536 和大 (汽車),,,,,,,,,,,,
2014-10-02,3037 欣興 (印刷電路板),3533 嘉澤 (連接器),5347 世界 (半導體),2377 微星 (電腦及週邊設備),1476 儒鴻 (紡織),6279 胡連 (連接器),2344 華邦電 (半導體),2330 台積電 (半導體),3443 創意 (半導體),6153 嘉聯益 (印刷電路板),2379 瑞昱 (半導體),6147 頎邦 (半導體),3189 景碩 (半導體),4958 臻鼎-KY (印刷電路板),2383 台光電 (印刷電路板)
2014-10-03,3552 同致 (汽車),3105 穩懋 (半導體),1536 和大 (汽車),3443 創意 (半導體),2474 可成 (電腦及週邊設備),6153 嘉聯益 (印刷電路板),6279 胡連 (連接器),4958 臻鼎-KY (印刷電路板),3189 景碩 (半導體),6147 頎邦 (半導體),5347 世界 (半導體),3264 欣銓 (半導體),2383 台光電 (印刷電路板),6290 良維 (連接器),2449 京元電子 (半導體)
2014-10-06,1536 和大 (汽車),3293 鈊象 (休閒娛樂),3552 同致 (汽車),3105 穩懋 (半導體),2231 為升 (汽車),6121 新普 (能源元件),6147 頎邦 (半導體),3034 聯詠 (半導體),2449 京元電子 (半導體),3529 力旺 (半導體),3189 景碩 (半導體),5347 世界 (半導體),2439 美律 (能源元件),5388 中磊 (通信網路),3702 大聯大 (半導體)
2014-10-07,6147 頎邦 (半導體),5347 世界 (半導體),5388 中磊 (通信網路),3702 大聯大 (半導體),,,,,,,,,,,
2014-10-08,2891 中信金 (金融),5388 中磊 (通信網路),2887 台新新光金 (金融),,,,,,,,,,,,
2014-10-09,9938 百和 (其他),,,,,,,,,,,,,,
2014-10-13,2059 川湖 (其他),2002 中鋼 (鋼鐵),1722 台肥 (其他),2412 中華電 (智慧電網),1102 亞泥 (水泥),,,,,,,,,,
2014-10-14,2002 中鋼 (鋼鐵),4904 遠傳 (大數據),1477 聚陽 (紡織),2412 中華電 (智慧電網),,,,,,,,,,,
2014-10-15,3045 台灣大 (通信網路),6245 立端 (通信網路),5388 中磊 (通信網路),,,,,,,,,,,,
2014-10-16,2049 上銀 (自動化),,,,,,,,,,,,,,
2014-10-20,2382 廣達 (運動科技),,,,,,,,,,,,,,
